3,3,5 5 SIGMA_D8B 1500.00 4.85342E-01 4.13905E-01 3.33607E-02 6.73927E-02
1,2,3,5 5 SIGMA_D8B 1500.00 3.14768E-01 4.06396E-01 8.31122E-02 1.95724E-01
2,3,5 5 SIGMA_D8B 1500.00 4.35045E-01 4.27598E-01 8.02826E-02 5.70746E-02
2,3,5 5 SIGMA_D8B 1500.00 3.32187E-01 4.08493E-01 8.29419E-02 1.76379E-01
1,3,5 5 SIGMA_D8B 1500.00 3.39732E-01 4.04832E-01 7.16835E-02 1.83753E-01
2,3,5 5 SIGMA_D8B 1500.00 3.43558E-01 4.09993E-01 8.27817E-02 1.63667E-01

1,4,5 5 SIGMA_D8B 1500.00 4.22510E-01 4.03627E-01 8.70672E-02 8.67953E-02
2,4,5 5 SIGMA_D8B 1500.00 4.72942E-01 4.20876E-01 9.55160E-02 1.06654E-02
2,4,5 5 SIGMA_D8B 1500.00 4.12270E-01 4.13172E-01 9.16711E-02 8.28865E-02
2,4,5 5 SIGMA_D8B 1500.00 3.53293E-01 4.07169E-01 8.88038E-02 1.50734E-01
4,5 5 SIGMA_D8B 1500.00 3.57469E-01 4.07264E-01 8.88442E-02 1.46423E-01
1,4,5 5 SIGMA_D8B 1500.00 3.80837E-01 4.04527E-01 8.75261E-02 1.27111E-01

